Date,BIRate_inPercentage,USPrimeRate_inPercentage,ExchangeRate_USDtoIDR,ForeignExchangeReserves_inMillionUSD,ForeignExchangeReserves_MonetaryGold_inMillionUSD,ForeignExchangeReserves_SDRs_inMillionUSD,ForeignExchangeReserves_RPF_inMillionUSD,ForeignExchangeReserves_Others_inMillionUSD,SuratUtangNegaraSUN_inMillionIDR,SuratBerhargaSyariahNegaraSBSN_inMillionIDR,OutstandingShares_inMillion,SharesTransactionValue_inMillionIDR,OperasiMoneter_Konvensional_OPT_inMillionIDR,OperasiMoneter_Konvensional_StandingFacility_inMillionIDR,OperasiMoneter_Syariah_OPT_inMillionIDR,OperasiMoneter_Syariah_StandingFacility_inMillionIDR,PosisiPerusahaanPembiayaaan_Pembiayaan_inBillionIDR,PosisiPerusahaanPembiayaaan_Kewajiban_inBillionIDR,PosisiPerusahaanPembiayaaan_Obligasi_inBillionIDR,BroadMoney_M1_inBillionIDR,BroadMoney_Kuasi_inBillionIDR,BroadMoney_SecuritiesNonShares_inBillionIDR,BroadMoney_Deposits_inBillionIDR,BroadMoney_Securities_inBillionIDR,BroadMoney_Liabilities_inBillionIDR,BroadMoney_Shares_inBillionIDR,OSL_Persero_IndustryGeneral_inBillionIDR,OSL_Persero_NonIndustryGeneral_inBillionIDR,OSL_Pemda_IndustryGeneral_inBillionIDR,OSL_Pemda_NonIndustryGeneral_inBillionIDR,OSL_Private_IndustryGeneral_inBillionIDR,OSL_Private_NonIndustryGeneral_inBillionIDR,OSL_Foreign_IndustryGeneral_inBillionIDR,OSL_Foreign_NonIndustryGeneral_inBillionIDR,OSL_Rural_IndustryGeneral_inBillionIDR,OSL_Rural_NonIndustryGeneral_inBillionIDR,Export_GasAndOil_inThousandUSD,Export_NonGasAndOil_inThousandUSD,Import_GasAndOil_inThousandUSD,Import_NonGasAndOil_inThousandUSD,OSL_Persero_IndustryInvestation_inBillionIDR,OSL_Pemda_IndustryInvestation_inBillionIDR,OSL_Private_IndustryInvestation_inBillionIDR,OSL_Foreign_IndustryInvestation_inBillionIDR,OSL_Rural_IndustryInvestation_inBillionIDR,OSL_Persero_IndustryWorkingCapital_inBillionIDR,OSL_Pemda_IndustryWorkingCapital_inBillionIDR,OSL_Private_IndustryWorkingCapital_inBillionIDR,OSL_Foreign_IndustryWorkingCapital_inBillionIDR,OSL_Rural_IndustryWorkingCapital_inBillionIDR,OSL_Persero_AGGREGATEConsumption_inBillionIDR,OSL_Pemda_AGGREGATEConsumption_inBillionIDR,OSL_Private_AGGREGATEConsumption_inBillionIDR,OSL_Foreign_AGGREGATEConsumption_inBillionIDR,OSL_Rural_AGGREGATEConsumption_inBillionIDR,Inflation,OutstandingPrivateDeposit_Rupiah_inBillionIDR,OutstandingPrivateDeposit_Valas_inBillionIDR,OSL_Rupiah_inBillionIDR,OSL_Valas_inBillionIDR,OutstandingDemandDeposit_Rupiah_inBillionIDR,OutstandingDemandDeposit_Valas_inBillionIDR,OutstandingSavingDeposit_Rupiah_inBillionIDR,OutstandingSavingDeposit_Valas_inBillionIDR,OutstandingTimeDeposit_Rupiah_inBillionIDR,OutstandingTimeDeposit_Valas_inBillionIDR,SavingDepositInterestRate_Persero_inPercentage,SavingDepositInterestRate_Pemda_inPercentage,SavingDepositInterestRate_Private_inPercentage,SavingDepositInterestRate_Foreign_inPercentage,SavingDepositInterestRate_General_inPercentage
10/01/2021,3.5,3.25,14199,145461,4527.41,7872.87,1120.78,131940.16,3642081.13,868383.57,473377,340408,672712.508,102636.5,50675,29158.8,358964.73,211680.75,46763.13,2071417.8314,5400094.3655,20192.179212,-280882.01776,-4370.1154295,-61452.518435,-1999195.4776,1731420.5993,715931.2326,155626.3546,352390.5658,1759074.9438,501784.4653,286415.0065,22893.5809,68235.5219,59054.162,1046771.71,21176926.7,2325772.81,14429715.97,660509.9382,60456.6789,651040.2456,55315.4757,10602.0751,1070910.6611,95169.6757,1108034.6982,231099.5308,58060.397,715931.2326,352390.5659,501784.4652,22893.581,58627.212,1.66,5993747.9233,986998.1496,4978983.8193,673842.6135,1356449.1964,516913.4951,2176806.2835,161127.1114,2460492.605,308957.5431,0.68,1.02,0.61,0.98,0.68
11/01/2021,3.5,3.25,14340,145858,4529.23,7786.77,1108.52,132433.74,3639031.13,874738.92,520665,289277,675062.327,146387.2,59326,25771.3,362527.49,210593.32,48212.45,2114703.0882,5438522.722,20094.087916,-293706.74864,-4359.0796669,-63159.763022,-2024769.2443,1752312.8793,719297.5078,157929.0452,353531.7016,1765393.0157,507326.847,293686.2474,23055.7894,67982.9994,58838.6578,1282463.07,21620144.95,3601354.53,16340317.58,672087.5627,62354.6351,660002.3538,80724.6948,10585.5627,1080225.3163,95574.4102,1105390.6619,212961.5524,57838.8819,719297.5078,353531.7016,507326.847,23055.7894,58397.2125,1.75,6083808.0423,986083.2449,5007086.8519,692267.8385,1392560.8363,521188.7544,2211102.763,164275.7114,2480144.5983,300618.7791,0.66,1.02,0.62,0.95,0.67
12/01/2021,3.5,3.25,14269,144905,4595.16,7795.37,1109.75,131405.1,3860610.43,863259.62,524544,271478,619728.823,157209.9,61337,42998,364231.51,215953.66,48429.9,2282200.2551,5565577.5417,22675.056107,-243490.42329,-3965.7902151,-62275.547855,-2023571.7011,1761502.4286,724322.9464,159411.0643,356438.0685,1803164.0772,512310.0221,288301.2631,22966.016,68865.1676,59298.6055,969024.9,21390946.57,3227922.85,17996558.25,667555.6866,61869.1978,676757.9774,75953.3378,10747.3644,1093946.7416,97541.8669,1123827.0147,212347.9252,58577.0763,724322.9463,356438.0685,514889.1072,22966.0161,58839.3322,1.87,6270764.0203,982499.2592,5068084.5026,688495.1563,1487343.0814,519572.9315,2293580.9637,160489.0979,2489840.1265,302437.2298,0.6,1.03,0.62,1.02,0.65
01/01/2022,3.5,3.25,14381,141344,4523.18,7745.86,1102.7,127972.14,3902560.33,819598.76,415148,256484,726586.905,197836.1,64859,31898.7,367111.9,215733.77,47528.3,2149551.5,5474169.65,23068.05,-264159.93,-7341.93,-63528.42,-2024051.12,1742962.836,721920.3293,152699.3485,355298.5408,1775297.0802,517045.67,284364.8443,23126.9219,68607.1503,59757.3814,906894.15498,18460669.67002,2820467.7878,15998365.4112,666401.14,61962.0128,671580.5681,74398.8193,10819.7128,1076561.6962,90737.3357,1103716.512,209966.0248,58256.7423,721920.3294,355298.5407,517045.67,23126.9219,59288.0767,2.18,6167311.9575,952728.728,5012095.4277,688984.675,1425552.2412,493281.2398,2256102.7254,168391.4998,2485657.139,291055.9884,0.64,1.07,0.65,1.69,0.69
02/01/2022,3.5,3.25,14371,141435,4835.03,7765.32,1105.47,127729.33,3968200.03,837098.76,442341,248751,785760.828,111010.9,66219,27601,371622.37,216017.22,49500.37,2195617.78,5470960.79,23555.92,-260081.42,-6952.15,-59983,-2031651.15,1761681.5928,725816.3582,154427.6049,356573.5533,1795910.2785,518268.4107,282740.8181,23329.0448,70809.7448,60707.0424,1005383.37403,19632814.22597,2741181.86197,13774749.80203,693035.6892,62309.685,667841.272,73864.4267,10936.3125,1068645.9037,92117.9202,1128069.0066,208876.3915,60347.8664,725816.3582,356573.5533,518268.4106,23329.0446,60232.6088,2.06,6175322.7728,953300.72,5059358.5747,690905.874,1442650.3081,501099.2023,2256644.2476,171241.1043,2476028.3584,280960.4134,0.5,1.07,0.66,1.77,0.63
03/01/2022,3.5,3.5,14349,139129,4863.86,7704.56,1096.82,125463.51,4018391.38,847581.4,534785,375567,671878.709,124870.4,66501,26785.2,374312.93,210396.38,56965.21,2254591,5529750.57,26607.74,-255975.82,-5301.08,-59308.32,-1942799.18,1802675.7028,731949.1112,160305.3431,358968.459,1825598.5292,530204.5434,284050.7958,23439.6385,72107.3303,61262.0795,1496983.41555,25266830.66845,4439757.19927,18529591.13673,703184.6449,62561.8564,671467.1474,72591.6741,10974.4124,1099491.0572,97743.4867,1154131.3817,211459.1217,61653.562,731949.1111,358968.459,530204.5433,23439.6384,60741.4354,2.64,6228592.2241,1009663.8295,5137234.6919,713326.8405,1495901.2958,552264.0371,2273255.2862,181383.9992,2459435.8168,276015.7932,0.51,1.07,0.65,1.75,0.63
04/01/2022,3.5,3.5,14418,135659,4766.56,7511.73,1069.37,122311.17,4036250.25,861783.4,482975,356509,374412.276,236573.6,56010.5,20677.1,381164.73,218639.28,55609.33,2327208.49,5556188.93,28087.07,-255685.73,-5640.79,-59583.41,-1908555.83,1838657.0746,734933.9176,161853.0746,359987.5069,1874778.1287,539252.1307,302664.4118,23617.0752,73878.345,61935.8347,1410648.53401,25900834.15999,3795655.51766,15996886.04534,709733.2764,63570.1645,677210.2744,75076.0792,11091.8944,1128923.7984,98282.91,1197567.8544,227588.3322,63305.0995,734933.9176,359987.5069,539252.1306,23617.0751,61417.1861,3.47,6292706.9594,950278.7721,5208438.7883,763118.7115,1473197.344,500198.6191,2366701.8093,175974.6813,2452807.9587,274105.4717,0.51,1.01,0.64,1.79,0.62
05/01/2022,3.5,4,14544,135550,4680.93,7514.17,1069.75,122285.28,3972260.55,869155.08,330610,281786,721732.482,114229.4,71340,18620.2,379113.19,217110.37,54474.09,2302911.17,5524848.22,26427.32,-258688.92,-5402.68,-59780.46,-1916744.19,1852442.4571,728863.1983,164953.6562,359682.3726,1886699.2342,542166.1732,304686.9616,23701.2021,72403.0241,60980.1666,1331836.83549,20130085.62251,4246425.72319,15305882.25681,713220.9822,64027.4779,676944.2221,75057.0354,10824.9015,1139221.4752,100926.1786,1209755.0122,229629.9263,62107.9109,728863.1984,359682.3726,542166.1733,23701.2021,60450.3782,3.55,6310692.2783,955464.7764,5234881.9053,761696.5414,1521721.6595,516350.812,2345041.6528,174191.8232,2443929.1192,264922.1412,0.51,1.02,0.66,1.89,0.64
06/01/2022,3.5,4.75,14848,136379,4587.61,7423.56,1056.85,123311.31,4009265.21,890105.08,539737,348269,340435.45,380610.2,65160,32317.6,381971.42,222400.19,52869.4,2339449.79,5526502.54,24794.68,-280341.65,-6524.86,-62047.83,-1943764.57,1900352.017,736807.5016,172747.4953,362723.0881,1945836.5659,551926.1633,328412.369,24054.9646,74500.9702,62432.9717,1597921.54517,24802207.57383,4604373.69537,17430061.32163,727039.1372,65390.1492,710749.5297,83853.8107,11156.1418,1173312.8798,107357.3456,1235087.0362,244558.5584,63937.276,736807.5017,362723.0881,551926.1634,24054.9647,61840.524,4.35,6343214.7889,989321.9262,5358670.1574,801123.9492,1565590.0599,523461.1732,2353603.6949,183404.2787,2424021.1719,282456.4743,0.51,0.96,0.67,1.81,0.64
07/01/2022,3.5,5.5,14958,132173,4461.92,7334.56,1044.18,119332.83,4038662.16,902178.49,454071,246225,513124.832,95626.8,67750,13455.2,384632.96,222876.01,53194,2296045.42,5530342.39,19164.09,-279853.86,-6163.31,-66657.02,-1972461.72,1883582.529,737929.1883,174914.3658,364160.4482,1940610.335,559189.1103,322267.9064,24099.81,73429.4067,61665.9229,1185690.45505,24333583.45895,4338708.45889,16942431.96611,704215.5343,67436.4862,717462.0391,83823.3033,11062.317,1179366.9944,107477.8794,1223148.2957,238444.6031,62848.2517,737929.1883,364160.4482,559189.1104,24099.81,61184.7606,4.94,6303989.1797,979441.5751,5361313.1646,780535.8576,1511517.3964,518408.5171,2356961.0548,180988.3183,2435510.8588,280044.7397,0.56,0.95,0.63,2.01,0.64
08/01/2022,3.75,5.5,14875,132202,4346.73,7263.5,1034.12,119557.15,4115266.72,920768.49,574001,310262,418590.594,82842.1,67382,11956.8,389539.4,223232.75,53681.18,2279163.49,5598840.36,19624.36,-284332.38,-6114.62,-67194.84,-1985650.63,1879109.5826,741269.4695,176307.3822,366423.9955,1946757.5257,567139.7849,318562.6841,25209.9377,76186.9027,63032.5199,1590906.96364,25855760.46036,3472155.92047,18500257.47853,713853.9173,66941.1057,718952.6738,82971.616,11475.4552,1165255.6656,109366.2763,1227804.852,235591.0683,65256.128,741269.4695,366423.9954,567139.7849,25209.9378,62487.8393,4.69,6308713.062,1049573.1311,5370096.4994,789903.286,1515502.4461,568375.3648,2349967.5004,184877.1176,2443243.2147,296320.6487,0.58,0.97,0.63,2.06,0.65
09/01/2022,4.25,6.25,15247,130782,4228.53,7105.72,1011.66,118436.19,4174988.55,977794.55,649089,345530,405039.805,101204.2,45209,23788.7,397429.54,233114.11,52846.15,2320882.57,5620748.97,21061.82,-286155.36,-6132.77,-68501.18,-1972895.84,1907301.8888,757443.7986,180300.4326,369463.6978,1980607.4491,576541.3832,321691.6879,24573.365,76206.3055,63395.6042,1159276.21101,23710547.88599,3613391.09034,16468137.86666,715025.6795,67814.0529,736004.1428,82550.1384,11573.742,1192276.2098,112486.3798,1244603.3062,239141.5496,65230.8462,757443.7985,369463.6977,576541.3832,24573.3649,62797.3216,5.95,6359684.7634,1063381.3485,5450866.4558,806659.1569,1554512.1501,555126.9986,2355643.9131,189273.6419,2449528.8071,318980.708,0.59,0.96,0.63,2.15,0.66
10/01/2022,4.75,6.25,15542,130197,4145.36,7158.74,1019.2,117873.73,4199099.28,983306.45,483440,272708,498942.605,83602,49730,14014.6,402642.35,239449.75,52500.77,2539067.31,5657949.27,26038.44,-292382.68,-5962.47,-66841.85,-1986475.77,1922914.9575,753047.9183,183184.9534,370854.8604,2003207.7274,583897.6228,332936.0294,24737.2481,77093.4177,63521.2126,1135000.51639,23694522.67561,3566271.86699,15821061.97401,726413.1971,69731.7364,747257.4499,87279.2892,11791.2481,1196501.7603,113453.2167,1255950.2775,245656.74,65888.7739,753047.9183,370854.8604,583897.6227,24737.2481,62934.6082,5.71,6573019.474,1109787.9226,5490579.7326,824816.2149,1770901.742,585345.4912,2342271.8732,192642.7743,2459845.9625,331799.6571,0.59,0.95,0.65,2.14,0.67
11/01/2022,5.25,7,15737,133994,4434.63,7318.57,1042.08,121199.16,4216455.51,991816.8,443586,286100,646181.599,94797.8,50871,13906,409494.47,247118.98,47756.97,2467951.34,5805020.6,24377.57,-302265.4,-6025.04,-68087.37,-2067039.15,1918676.991,760213.0824,184951.8617,372975.0551,1997024.8835,590571.4941,327355.141,25273.8914,77932.0445,63841.5226,1111062.22941,22936869.08959,2655706.50005,16242560.08495,729985.2251,70232.6548,762942.8619,83159.0158,11907.8677,1188691.7662,114719.2068,1234082.0212,244196.1253,66614.4162,760213.0823,372975.055,590571.494,25273.8914,63251.2832,5.42,6568441.5707,1169163.3368,5508855.3454,809960.6219,1669236.255,654137.7356,2373945.8006,191531.043,2525259.6298,323494.5582,0.6,0.95,0.66,2.12,0.67
12/01/2022,5.5,7.5,15731,137233,4588.94,7410.95,1055.23,124178.15,4368833.25,996406.8,536080,289705,549779.501,114919.6,51622.999,26605.3,415864.28,256638.08,48208.5,2608796.66,5894662.36,24563.28,-321915.41,-6024.2,-69316.81,-2122036.8,1947795.2175,772400.4275,186855.7871,375922.9465,2017836.7499,596927.0807,321711.2025,25805.9762,79022.545,64265.6153,1370314.65482,22511495.89818,3650505.08793,16761414.04107,736900.1268,72666.5472,762589.8767,79784.6062,12054.2073,1210895.091,114189.24,1255246.8731,241926.5959,67592.5283,772400.4276,375922.9465,596927.0807,25805.9763,63641.4251,5.51,6745239.2833,1186950.8882,5592329.6201,796213.9283,1756093.1026,673898.0024,2453792.3972,183681.598,2535353.9,329371.2878,0.61,0.97,0.64,1.98,0.67
01/01/2023,5.75,7.5,14979,139404,4836.32,7527.11,1071.77,125968.89,4408022.640114,1024123.8,384617,216200,566179.4,77548.2,63968,17106.2,420604.25169,253419.20757,49312.298492,2422174.1628,5822056.3845,27607.550445,-307855.23875,-5988.4332263,-66224.991021,-2107421.5613,1908614.6707,768132.7883,180441.0141,376193.5652,1971672.9881,598501.6556,311248.9777,26462.931,78930.9338,64321.8898,1293851.15179,20977151.38721,2680167.41561,15605697.78939,739079.1368,73126.3311,752702.8022,77954.478,12312.4622,1169535.5339,107314.6835,1218970.1859,233294.4996,67209.686,768132.7883,376193.5651,598501.6556,26462.9309,63731.1729,5.28,6550572.1996,1174082.9223,5533450.0757,751071.3386,1628846.0818,666292.1313,2379431.2394,181770.2841,2542295.0073,326020.5069,0.61,0.96,0.65,1.85,0.67
02/01/2023,5.75,7.75,15274,140311,4572.31,7384.33,1051.63,127303.04,4464757.234114,1050230.322,379833,196432,498885.2,111161.6,53218,16849.9,428416.60109,259496.06606,53437.158818,2403593.5395,5871477.4485,25577.385966,-310683.07282,-5973.3056589,-67323.147333,-2132293.3482,1927715.0288,772892.4521,183718.5995,378388.5692,1997667.8066,602490.784,314862.4978,26977.7519,80433.3947,65212.3966,1275101.06457,20242448.81843,2935997.14702,13552559.06398,749796.4113,75387.6674,770288.0605,78649.4877,12429.4848,1177918.6171,108330.9322,1227379.7463,236213.0101,68709.6998,772892.4521,378388.5692,602490.784,26977.7518,64506.6067,5.47,6574837.8915,1201632.6845,5574636.8726,775722.4079,1629088.934,686086.1516,2370001.6674,182364.2945,2575747.4528,333182.2384,0.6,0.96,0.67,1.5,0.67
03/01/2023,5.75,8,15062,145189,4989.23,7492.34,1067.02,131640.48,4514889.2491,1059537.75,363778,214133,451729.4,102204.6,50937,20890.4,435531.21949,267200.4009,53185.558817,2408418.9115,5861270.6039,23593.711765,-317180.30998,-6215.1606853,-66808.004365,-2060407.4176,1972038.3702,779594.3461,189209.1525,380476.8364,2016013.3237,608623.265,305740.264,27068.2029,82191.2313,65493.2959,1233189.87344,22317015.84456,2887044.35763,17612753.47337,758032.3388,76666.5514,750619.3884,79641.5874,12573.4867,1214006.0314,112542.6014,1265393.9353,226098.6767,70363.2009,779594.3461,380476.8363,608623.265,27068.2029,64747.8398,4.97,6556029.1304,1202894.4947,5658046.1138,768402.1749,1615742.6388,691574.4439,2374288.921,185958.9373,2565997.7422,325361.1135,0.61,0.95,0.7,1.82,0.69
04/01/2023,5.75,8,14751,144167,5008.43,7522.41,1071.3,130564.36,4524889.2491,1090142.456,218528,154178,328645.3,83057,38518.3,23690.1,438853.25129,270166.80826,53026.326244,2472869.4635,5856023.2514,23456.960807,-314351.70428,-6256.075777,-66971.276543,-2051082.144,1971573.9691,781115.9387,190508.6191,380049.8731,2024876.1837,613262.6214,313574.938,27190.1309,83040.4415,69049.2246,1334501.18294,18157160.70406,3409541.56758,12385875.10642,752951.4597,76961.1059,753616.2712,80150.05,12596.8622,1218622.5094,113547.5132,1271259.9126,233424.8878,71185.2537,781115.9387,380049.8731,613262.6213,27190.1309,68307.5501,4.33,6604997.5701,1143641.9312,5699288.8666,754953.0729,1612682.7456,652240.0632,2418532.5088,189132.099,2573782.465,302269.769,0.6,0.82,0.69,1.96,0.67
05/01/2023,5.75,8.25,14969,139286,4941.35,7408.14,1055.27,125881.07,4470926.834294,1048027.918,451603,234591,538862.9,54873.9,49346,15285.4,441230.38576,275953.97708,52238.779088,2423317.964,5890062.2901,22790.534363,-313005.67877,-5904.072195,-68231.766307,-2112544.81,2025939.8722,785642.6346,194375.0396,381642.9233,2055806.4338,618903.7354,319471.3553,27339.8381,85046.7203,69114.3668,1264457.05795,20512498.57105,2911411.45781,18129961.51919,775027.8887,78354.8962,770011.1377,82621.429,12864.5551,1250911.9837,116020.1433,1285795.2961,236849.9261,72886.3519,785642.6346,381642.9232,618903.7355,27339.8382,68410.1802,4,6648552.8209,1120816.0198,5769250.1439,794032.7756,1602110.7026,639088.2988,2417058.282,176671.0702,2629383.8916,305056.6508,0.6,0.82,0.69,1.99,0.67
06/01/2023,5.75,8.25,15026,137541,4870.48,7427.62,1058.04,124184.37,4494792.4473,1057305.524,312812,163919,440526.105,134558.5,33874.3,18868.3,444516.17205,281872.34822,54668.375406,2466008.5757,5883280.2486,23701.496651,-326529.15477,-6400.0498686,-68691.785423,-2138375.2587,2055856.6123,791265.1223,199231.7658,383040.2754,2078697.1623,624839.9174,321286.2127,27750.0869,85978.7482,69511.3669,1179337.30112,19522158.27088,2780993.29058,14858490.05642,780658.8431,78903.1022,781077.0849,79159.2481,12943.8007,1275197.7694,120328.6636,1297620.0775,242126.9648,73808.4101,791265.1224,383040.2752,624839.9173,27750.0868,68737.9043,3.52,6686110.9497,1113323.9574,5849437.3494,788019.9213,1632136.9995,655532.4393,2442459.7305,169943.2994,2611514.3764,287848.2187,0.59,0.8,0.69,2.05,0.67
07/01/2023,5.75,8.5,15083,137674,4937.81,7475.88,1064.92,124194.94,4518506.1371,1068990.954,347317,193180,500895.405,74573.7,37059,27357.8,447034.21107,275314.84335,61965.557544,2438058.7588,5884766.981,26666.582435,-333499.21983,-6334.1361302,-69777.683989,-2171538.2394,2070548.5408,797848.1152,199879.6333,384649.1219,2087627.2111,630732.5542,308811.2915,28038.9133,85872.6153,65735.7025,1120940.84265,19789701.60835,3204819.99117,16389443.39983,786718.7054,78929.7706,785788.1368,76144.912,13007.0042,1283829.8353,120949.8629,1301839.0741,232666.3793,73688.4433,797848.1152,384649.1219,630732.5541,28038.9132,64912.8705,3.08,6674678.3898,1132168.0617,5875489.3098,784254.3888,1629461.6735,663867.1812,2442615.038,169370.3548,2602601.8329,298930.5257,0.6,0.77,0.68,2.01,0.67
08/01/2023,5.75,8.5,15239,137090,4913.35,7401.95,1054.65,123720.38,4528383.1371,1057676.662,427799,246353,532421.305,78309.7,37229.6,20098,453157.34984,279780.94747,60000.859115,2410850.8677,5926010.8453,27877.606976,-342498.16202,-6372.427228,-69813.236998,-2191626.332,2094020.2973,805384.3326,204397.8688,387459.0228,2090896.839,637751.5199,309849.0918,28159.5233,86259.5103,66080.3489,1309078.3167,20842878.3873,2803651.49756,16208533.01844,802285.3777,81042.497,782236.4492,75161.4716,13138.4505,1291734.9197,123355.372,1308660.3897,234687.62,73973.6732,805384.3326,387459.0227,637751.5198,28159.5233,65227.7356,3.27,6688298.0072,1142707.3925,5910918.4539,799339.9007,1612824.8852,671234.046,2432402.0809,168663.2769,2643071.2213,302810.0696,0.58,0.97,0.63,2.06,0.65
09/01/2023,5.75,8.5,15526,134856,4732.2,7297.33,1039.74,121786.92,4525224.9061,1060143.71,438654,227256,451965.605,107115.9,45231,17180.7,458703.05462,285309.06311,59973.351425,2482229.0278,5933580.4473,25426.961899,-347728.34538,-6128.3466348,-70534.389948,-2200854.5005,2129265.0169,812517.7733,206779.7315,390647.0703,2123050.0403,644571.2741,315944.9529,28335.0471,87012.453,66393.983,1379659.87304,19489173.47196,3986392.2106,13977729.9704,807775.0337,82667.6149,792129.1377,75258.1942,13317.5578,1321489.9833,124112.1165,1330920.9026,240686.7585,74564.6508,812517.7734,390647.0702,644571.274,28335.0471,65524.2275,2.28,6745418.1342,1156433.7208,5981482.0768,823035.2661,1668352.2139,672711.2111,2425207.3574,171536.9287,2651858.7414,312185.581,0.6,0.8,0.67,2.24,0.66
10/01/2023,6,8.5,15916,133140,5042.03,7299.56,1040.06,119758.1,4530699.0361,1070023.71,435750,228413,463560.805,101571.8,48935,19249.5,463120.48003,287553.88707,61810.028943,2497710.304,5981916.5233,26917.232916,-358703.13895,-6144.0290031,-74824.765279,-2239051.0255,2151930.0473,820011.749,205193.9445,393377.0684,2137726.253,652432.6477,321060.7311,27848.9134,87482.1248,66861.6686,1350100.51942,20910641.60058,3388470.86852,15451926.58448,824666.3283,82031.907,799896.0777,76212.1288,13510.0556,1327263.719,123162.0375,1337830.1753,244848.6025,74873.201,820011.749,393377.0683,652432.6476,27848.9136,65960.5367,2.56,6791023.3754,1192493.9283,6007904.2813,856020.8659,1689558.7172,709527.8494,2431293.68,169729.6373,2670171.1523,313236.4416,0.61,0.8,0.66,2.3,0.67
11/01/2023,6,8.5,15384,138100,5165.3,7435.59,1059.72,124439.47,4626085.4191,1049345.104,448917,244214,333588.805,130609.3,37938,17881.9,467390.78796,284122.23466,63939.333007,2510767.9326,6036312.9049,27836.251638,-370499.7005,-6129.7789055,-71301.184541,-2275630.7998,2177034.5746,827525.8162,205927.1989,395541.1386,2150914.2099,668337.278,330759.8122,19763.3759,88563.0887,66864.7982,1150590.38533,20826277.30867,3568325.96917,16061619.98383,838766.7751,83326.262,803499.3927,75175.4361,13642.0223,1338267.7996,122600.9368,1347414.8169,255584.3762,75860.3383,827525.8162,395541.1386,668337.278,19763.3759,65925.5266,2.86,6821842.0854,1209210.2844,6082491.8401,848739.4506,1674290.0346,728889.0969,2459758.6299,171253.5278,2687793.5959,309067.6597,0.61,0.83,0.66,2.58,0.67
12/01/2023,6,8.5,15416,146384,5234.38,7464.36,1063.82,132621.19,4671490.5761,1062485.104,520610,249464,265574.008,177727,46217.3,21598.4,470863.48623,294633.37926,63249.813049,2675333.2849,6122584.9199,28612.813949,-408643.98858,-5557.7999171,-71672.045318,-2310213.2113,2210022.8223,834811.4853,206687.61,398926.2604,2204272.9457,680047.143,336009.0496,18600.3189,89458.6354,67402.898,1339511.41586,20696407.74814,3645302.99153,15600023.35447,848289.2789,84363.9832,826806.8452,74555.8727,13861.9356,1361733.5432,122323.6269,1377466.1005,261453.1772,76557.2374,834811.4854,398926.2603,680047.143,18600.3189,66442.3604,2.61,6979902.2225,1256045.6079,6197046.7837,849192.3845,1763353.4944,761526.7528,2519980.3239,171280.5969,2696568.5751,323238.2582,0.61,0.96,0.67,2.51,0.69
01/01/2024,6,8.5,15796,145052,5144.84,7399.99,1054.65,131452.09,4667688.5171,1131537.163,373333.78,224662.05,325694.009,93899.4,42643,20126.9,475581.06846,295570.96891,62692.68971,2564733.9975,6128684.0664,28531.624676,-390419.3751,-5997.2975294,-73931.76327,-2360961.3652,2214381.8279,838275.5039,200141.7518,398443.7712,2171664.2296,684413.9239,327003.9442,18703.2454,89368.5759,67921.0845,1256520.17096,19184188.36104,2424525.576761,15756327.417239,863616.8172,84434.5426,832737.064,72608.4875,14042.0553,1350765.0106,115707.2097,1338927.1656,254395.4566,76243.9594,838275.5039,398443.7713,684413.9239,18703.2454,67003.6457,2.57,6908138.6733,1260975.9262,6153062.1916,857255.6674,1703335.7593,755895.415,2492359.211,175670.0449,2712443.8905,329410.4663,0.61,0.86,0.66,2.66,0.68
02/01/2024,6,8.5,15673,144040,,,,,4726066.3511,1150787.163,330240.28,201743.67,217395.009,89166.9,37933,23543.4,478689.39184,297449.81953,60373.985233,2556484.7964,6152725.2136,30364.281689,-390016.73594,-6008.5457805,-74348.570075,-2360346.7729,2217618.6916,842751.0648,199777.7947,399813.6798,2192675.1752,689066.8182,329074.8855,19014.1963,89901.0102,68658.0797,1096115.46386,18105664.35514,3282470.87106,15434786.71294,870381.2236,83369.5229,836549.955,71974.4294,14220.6764,1347237.4682,116408.272,1356125.2205,257100.4561,76609.2913,842751.0649,399813.6798,689066.8182,19014.1962,67729.1224,2.75,6928282.981,1264705.6368,6200932.7199,847418.6763,1703805.9098,758442.2096,2485648.5868,175702.143,2738828.6833,330561.2842,0.62,0.85,0.66,2.75,0.67
03/01/2024,6,8.5,15853,140390,,,,,4648698.1391,1153462.083,310668.82,210358.13,173087.506,173257,34634,29617.2,488515.90724,309542.71949,58650.023456,2639424.866,6221532.9237,30466.833465,-419782.63999,-6419.304107,-76961.772838,-2284309.972,2247830.7729,860524.1354,205638.7007,403158.4475,2250194.6231,696559.1796,345983.4241,19148.3843,91143.0083,69510.3502,1187572.82278,21269679.09822,3585791.0044,14615363.1746,889703.1787,85368.1982,849307.9176,73507.7544,14323.6354,1358127.594,120270.5024,1400886.7056,272475.6699,77765.5588,860524.1354,403158.4475,696559.1795,19148.3844,68564.1645,3.05,7060124.0394,1272299.0045,6291801.3295,897889.6966,1745321.9528,760931.7679,2531481.949,176685.8079,2783320.3266,334681.4287,0.63,0.9,0.65,2.76,0.68
